account,account,686
account,applications,61826
account,auth,10000
account,fraud,144776
account,payments,116724
account,sites,270018
account,users,359670
accountcore,auth,200
accountcore,users,68784
addresses,auth,236
addresses,f5,22
addresses,homes,6
addresses,locations,3236370
addresses,mlstatic,6
addresses,search,32
addresses,sites,388746
addresses,vip,34
apparel,auth,937708
apparel,catalog,13064
apparel,categories,12972
apparel,items,100698
apparel,locations,4896
apparel,prices,73818
apparel,sites,283802
apparel,users,70160
applications,applications,126
applications,auth,238
applications,catalog,220960
applications,items,226220
applications,search,4
applications,sites,431776
applications,users,214
arquitectura,auth,14
arquitectura,f5,74
arquitectura,homes,10
arquitectura,mlstatic,14
arquitectura,myml,2
arquitectura,orders,7478
arquitectura,search,105414
arquitectura,sites,4
arquitectura,users,138610
arquitectura,vip,134
arquitecturadoc,account,6
arquitecturadoc,accountcore,140
arquitecturadoc,applications,6
arquitecturadoc,arquitecturadoc,16
arquitecturadoc,auth,18
arquitecturadoc,billing,36
arquitecturadoc,catalog,84
arquitecturadoc,categories,570
arquitecturadoc,checkout,22
arquitecturadoc,color,18
arquitecturadoc,crm,88
arquitecturadoc,email,76
arquitecturadoc,feedback,50
arquitecturadoc,feeds,52
arquitecturadoc,fraud,186
arquitecturadoc,homes,6
arquitecturadoc,items,690
arquitecturadoc,locations,24
arquitecturadoc,messages,8
arquitecturadoc,moderations,12
arquitecturadoc,myml,4
arquitecturadoc,orders,9970
arquitecturadoc,payments,258
arquitecturadoc,prices,8
arquitecturadoc,questions,1922
arquitecturadoc,search,126
arquitecturadoc,shipping,50
arquitecturadoc,sites,156
arquitecturadoc,users,444
arquitecturadoc,withdraw,22
auth,applications,19985416
auth,auth,155720034
auth,email,1135866
auth,f5,24
auth,homes,2
auth,locations,202926
auth,mlstatic,4
auth,search,42
auth,sites,6037052
auth,users,68566586
auth,vip,28
bigdata,search,6
billing,auth,156382
billing,billing,22387760
billing,feedback,1254
billing,items,3276
billing,orders,1580
billing,payments,1128186
billing,users,1100256
bookmarks,auth,48412242
bookmarks,items,1239150
buyingflow,auth,9709668
buyingflow,catalog,188442
buyingflow,categories,252204
buyingflow,checkout,3253876
buyingflow,email,3840
buyingflow,f5,20
buyingflow,fraud,3705360
buyingflow,homes,2
buyingflow,items,4301572
buyingflow,locations,92142
buyingflow,orders,3443080
buyingflow,payments,903656
buyingflow,search,157046
buyingflow,shipping,3620294
buyingflow,sites,16479546
buyingflow,users,10969140
buyingflow,vip,26
cacique,cacique,5298
cacique,metricas,1412
cacique,payments,19902
cacique,st,5774
catalog,auth,16
catalog,categories,568
catalog,items,1198570
catalog,sites,949980
catalog,users,306
categories,auth,39066
categories,categories,11702196
categories,items,18170
categories,locations,820338
categories,search,11677256
categories,sites,125506
checkout,auth,8296430
checkout,checkout,16232282
checkout,email,889752
checkout,fraud,2834290
checkout,locations,688
checkout,payments,9202210
checkout,recurringpayment,2179878
checkout,sites,548808
checkout,users,8317428
classifieds,auth,98
classifieds,catalog,16
classifieds,categories,101738
classifieds,classifieds,3912
classifieds,items,61564
classifieds,locations,105532
classifieds,sites,294000
classifieds,users,103728
conciliador,account,45698
conciliador,billing,286002
conciliador,itsap,69022
conciliador,payments,63560
conciliador,users,53906
conciliadorsub,f5,8
conciliadorsub,homes,6
conciliadorsub,search,130
conciliadorsub,vip,24
crm,account,111068
crm,auth,1298240
crm,billing,729340
crm,categories,29322
crm,crm,3287562
crm,f5,20
crm,feedback,138990
crm,fraud,159254
crm,items,37384
crm,locations,8942
crm,mlstatic,6
crm,myml,4046
crm,orders,33476
crm,payments,5115970
crm,prices,356
crm,search,15554
crm,shipping,2078
crm,users,500622
crm,vip,16
dba,f5,4
dba,homes,4
dba,search,2
dba,vip,10
dod,dod,2906
dod,email,6
dod,locations,11638
dod,sites,2992
emails,locations,646402
emails,sites,676010
emails,users,3788708
feedback,auth,1860322
feedback,items,96366
feedback,orders,200350
feeds,applications,30892164
feeds,auth,20
feeds,feeds,29058
fraud,auth,266870
fraud,billing,24874
fraud,cards,97820
fraud,categories,456186
fraud,crm,144178
fraud,email,298068
fraud,f5,4
fraud,fraud,7298060
fraud,items,12728468
fraud,orders,148978
fraud,payments,741090
fraud,questions,107142
fraud,search,6
fraud,sites,19301630
fraud,social,31046
fraud,users,7178754
fraud,vip,24
gateway,payments,2212
gatewaybackoffice,auth,12
gatewayinternalcards,users,3250
hadoop,f5,14
hadoop,search,2
hadoop,vip,22
homes,auth,1126
homes,billing,202056
homes,catalog,246468
homes,categories,26380598
homes,dod,708030
homes,homes,8224064
homes,items,23732956
homes,locations,15633526
homes,orders,9069660
homes,payments,20
homes,questions,16709952
homes,search,14821372
homes,sites,416040
homes,users,9307788
irecognition,imagefront,3326806
irecognition,items,1875030
items,auth,48976620
items,billing,648
items,catalog,14118434
items,categories,15564088
items,feeds,10585940
items,homes,2
items,items,2419032
items,locations,2299598
items,mlstatic,6
items,prices,2134664
items,questions,431474
items,search,2
items,shipping,11827520
items,sites,20069060
items,users,47745704
items,vip,2
itsap,billing,86106
itsap,crm,14
itsap,email,6
itsap,users,7980
locations,auth,4
mclics,auth,147812
mclics,categories,21728
mclics,homes,2
mclics,items,5734
mclics,locations,6226
mclics,mclics,93448
mclics,search,2
mclics,sites,14234
mclics,st,6904
mclics,users,2773788
melicard,auth,12
melicard,sites,16
melicard,users,12
melipayments,auth,476
melipayments,billing,43086
melipayments,cards,136
melipayments,email,2
melipayments,payments,1622
melipayments,users,1426
messages,email,9294
messages,messages,34164
messages,moderations,3946
messages,sites,68788
messages,users,12359678
mktimgs,search,22
moderations,moderations,3533096
mpsitetool,applications,86022
mpsitetool,auth,948892
mpsitetool,checkout,211424
mpsitetool,locations,5067504
mpsitetool,payments,705884
mpsitetool,sites,200618
mpsitetool,users,230940
mpsitetoolcho,auth,13582
mpsitetoolcho,payments,2042662
mpsitetoolcho,recurringpayment,146028
mpsitetoolcho,sites,1321970
mpsitetoolcho,users,2952588
mshops,auth,440030
mshops,categories,757030
mshops,items,2399640
mshops,locations,846
mshops,mclics,12
mshops,myml,1198
mshops,prices,258
mshops,sites,10786584
mshops,users,11410
myml,auth,42855408
myml,billing,306014
myml,catalog,6524
myml,categories,4255914
myml,f5,116
myml,feedback,866
myml,feeds,1047564
myml,homes,12
myml,items,11299790
myml,locations,325572
myml,mlstatic,6
myml,myml,4879648
myml,orders,44518
myml,prices,391864
myml,questions,39233208
myml,search,142
myml,sites,2602524
myml,users,20459798
myml,vip,192
odr,fraud,159492
odr,orders,355084
odr,users,405848
orders,auth,515052
orders,categories,1067254
orders,email,524034
orders,items,13722588
orders,orders,2327790
orders,payments,2898838
orders,search,390006
orders,shipping,1082672
orders,sites,9406170
orders,users,16426208
payments,account,156100
payments,applications,4789046
payments,auth,602160
payments,cards,7970658
payments,checkout,1015036
payments,conciliadorsub,645538
payments,crm,4589218
payments,f5,22
payments,fraud,23301562
payments,homes,14
payments,orders,5026450
payments,payments,44051792
payments,search,62
payments,shipping,8015172
payments,sites,10658540
payments,users,20080484
payments,vip,20
prices,auth,96
prices,categories,408486
prices,items,1970100
prices,promotionpacks,227908
prices,sites,634474
prices,users,7381804
promotionpacks,auth,1200
promotionpacks,categories,44
promotionpacks,items,156848
questions,auth,3481360
questions,categories,3400782
questions,email,2326092
questions,feeds,4159772
questions,items,15122084
questions,locations,176
questions,questions,1250412
questions,sites,440
questions,users,7320782
recommendations,f5,76
recommendations,homes,4
recommendations,search,1985736
recommendations,users,1979838
recommendations,vip,68
recurringpayment,checkout,1156702
recurringpayment,f5,6
recurringpayment,feeds,12
recurringpayment,locations,1236326
recurringpayment,payments,3861470
recurringpayment,recurringpayment,5720206
recurringpayment,search,2
recurringpayment,sites,2415664
recurringpayment,users,1205274
recurringpayment,vip,6
search,auth,205560
search,catalog,28566
search,categories,1328536
search,f5,56
search,homes,28
search,items,24392034
search,locations,84766614
search,mclics,88982090
search,mlstatic,6
search,payments,834
search,related,94117516
search,search,202800252
search,sites,574904
search,vip,38
sell,auth,3588332
sell,catalog,86662
sell,categories,407178
sell,fraud,113106
sell,items,4077584
sell,locations,79114
sell,payments,100488
sell,prices,3357506
sell,promotionpacks,11222
sell,sites,30512720
sell,users,3007104
servicesclassified,auth,83558
servicesclassified,categories,3548
servicesclassified,items,6826
servicesclassified,locations,18730
servicesclassified,prices,1340
servicesclassified,sites,4254
servicesclassified,users,14796
shipping,auth,769670
shipping,categories,1951692
shipping,items,14068388
shipping,locations,1828226
shipping,orders,5994178
shipping,payments,752098
shipping,shipping,2213116
shipping,sites,1962876
shipping,users,11941214
sitemaps,f5,30
sitemaps,homes,2
sitemaps,items,146924
sitemaps,search,108
sitemaps,sites,50362
sitemaps,vip,34
sites,auth,4
sites,categories,86892
sites,locations,138
social,auth,133112
social,categories,59080
social,homes,2
social,items,284424
social,locations,13188372
social,search,6
social,sites,862
social,social,6058648
social,users,75370
streaming,users,726676
traffic,auth,92216
traffic,catalog,3732
traffic,email,11258
traffic,fraud,248834
traffic,items,124794
traffic,locations,9774268
traffic,questions,11866
traffic,sites,1034
traffic,users,4949880
users,auth,472530
users,f5,18
users,homes,10
users,items,127112
users,locations,23725410
users,search,38
users,sites,234
users,vip,30
vip,auth,21180
vip,categories,11995954
vip,f5,24
vip,homes,16
vip,items,23729746
vip,locations,4653626
vip,mlstatic,6
vip,orders,3442942
vip,payments,760
vip,questions,205066
vip,search,66450918
vip,shipping,4408
vip,sites,78542
vip,users,49910178
vip,vip,46
withdraw,auth,392716
withdraw,locations,107686
withdraw,payments,335300
withdraw,sites,415574
withdraw,users,46638
withdraw,withdraw,77070
